airline_id,flight_number,departure_datetime,arrival_datetime,booking_status,cabin_class,fare,loyalty_points,flight_duration_hours,is_window_seat,is_aisle_seat,is_reward_program_member
17,5319,2023-09-14 06:33:25,2023-10-26 23:56:42,Cancelled,Economy,795.17,0,5.94,True,False,False
19,6389,2023-06-05 03:08:55,2023-06-30 17:22:30,Pending,Business,393.71,0,8.68,False,True,False
2,2848,2023-11-06 11:56:35,2023-11-22 08:15:33,Pending,Business,412.86,0,11.56,True,True,False
2,4205,2023-10-15 15:38:42,2023-11-06 02:10:33,Confirmed,Economy,372.69,0,4.01,True,True,False
6,3161,2023-08-12 07:18:42,2023-03-23 04:58:35,Pending,Business,258.77,0,9.62,False,False,True
19,2464,2023-02-28 12:46:55,2023-09-29 01:55:56,Confirmed,First,728.81,0,9.44,False,False,True
8,1643,2023-03-31 13:44:18,2023-04-02 13:29:02,Confirmed,First,898.9,0,6.52,False,True,False
3,6351,2023-10-28 03:14:09,2023-04-12 21:58:21,Pending,First,436.29,0,6.68,True,False,True
14,5553,2023-07-29 23:52:16,2023-03-24 10:30:29,Confirmed,Business,734.38,0,2.0,False,False,True
16,7518,2023-12-24 22:09:34,2023-04-19 11:36:12,Pending,Economy,514.58,0,5.84,False,False,False
1,6723,2023-12-21 18:29:03,2023-06-06 13:39:42,Cancelled,Economy,171.85,4485,11.41,False,False,True
3,8946,2023-12-16 14:19:32,2023-12-02 18:24:46,Confirmed,Business,536.21,0,9.31,False,True,False
18,1610,2023-07-05 12:21:29,2023-08-11 00:43:40,Confirmed,Business,303.75,3071,4.4,False,True,True
9,5302,2023-07-07 14:38:44,2023-12-18 11:27:43,Confirmed,Economy,685.76,0,2.84,False,False,True
6,2543,2023-08-22 19:51:43,2023-11-19 23:01:59,Cancelled,First,476.74,171,3.05,False,False,False
1,2466,2023-09-01 14:23:15,2023-04-12 07:43:40,Confirmed,Business,693.32,0,2.45,True,True,False
10,7236,2023-12-05 01:03:58,2023-09-01 18:52:28,Pending,First,507.19,1391,11.2,False,True,False
6,2181,2023-12-07 22:06:58,2023-09-10 14:27:07,Cancelled,Economy,773.16,0,8.39,False,False,True
12,3146,2023-10-13 04:20:50,2023-04-08 15:35:24,Pending,Economy,997.39,391,9.61,False,True,True
4,3272,2023-06-11 13:45:05,2023-05-04 00:31:58,Pending,Economy,867.25,1384,2.54,False,False,False
13,5536,2023-04-21 05:25:40,2023-01-01 17:38:59,Pending,Business,721.84,1855,8.5,True,False,True
17,1719,2023-11-03 06:52:19,2023-03-03 00:28:35,Pending,Business,283.09,0,9.88,True,True,True
8,5680,2023-12-04 08:18:07,2023-04-28 16:54:35,Cancelled,Economy,591.21,0,1.82,True,False,False
3,4472,2023-08-26 21:54:39,2023-12-12 01:27:14,Cancelled,Business,651.74,0,8.11,False,False,False
12,4642,2023-02-14 16:16:53,2023-02-12 18:32:48,Cancelled,First,745.83,0,9.23,False,True,False
7,1063,2023-07-10 04:54:41,2023-02-21 17:41:17,Pending,Economy,233.97,0,3.45,True,True,True
12,1559,2023-05-16 22:01:05,2023-04-05 14:15:53,Confirmed,Economy,541.06,3593,3.03,False,False,False
2,8446,2023-11-12 22:05:43,2023-12-11 01:30:42,Cancelled,Economy,489.33,0,6.51,False,True,True
14,2733,2023-02-03 06:25:41,2023-06-19 01:45:50,Pending,Economy,299.57,0,7.89,False,True,True
5,9861,2023-08-10 23:24:36,2023-07-16 09:06:56,Confirmed,First,562.02,0,3.97,True,False,True
9,4894,2023-06-01 17:26:26,2023-10-29 13:47:03,Pending,Business,913.6,0,8.38,False,False,True
11,2542,2023-09-21 14:08:26,2023-07-19 04:11:30,Cancelled,Economy,780.6,3926,10.04,False,True,True
5,3415,2023-03-09 04:42:41,2023-09-24 20:32:29,Cancelled,Economy,579.99,0,11.82,False,True,True
3,7090,2023-05-30 01:30:39,2023-11-14 05:01:31,Pending,Economy,743.22,0,8.8,False,False,True
17,6217,2023-06-01 10:49:52,2023-03-03 19:27:31,Confirmed,Economy,799.44,0,10.38,False,False,True
2,6387,2023-03-08 15:40:29,2023-01-04 07:28:52,Confirmed,Business,736.81,0,3.49,False,True,True
1,6179,2023-08-19 02:06:30,2023-08-11 19:54:30,Pending,Business,867.6,0,3.32,False,True,False
7,9187,2023-03-13 16:06:13,2023-05-30 19:21:15,Cancelled,First,788.14,0,11.52,True,False,False
14,7643,2023-12-10 23:47:00,2023-03-11 09:46:02,Confirmed,First,836.37,0,8.91,True,True,True
5,8660,2023-10-20 17:23:49,2023-02-09 19:52:53,Cancelled,Business,543.17,3745,2.27,True,False,True
19,3458,2023-03-30 12:44:23,2023-11-19 13:02:57,Cancelled,Business,527.88,0,5.67,True,True,False
11,7028,2023-10-05 21:20:18,2023-10-19 01:31:50,Cancelled,Economy,390.27,3560,7.17,True,False,False
2,6447,2023-01-07 01:16:02,2023-12-02 08:34:23,Cancelled,Business,518.58,0,3.5,False,True,False
8,5559,2023-06-29 03:22:19,2023-01-29 04:13:17,Pending,Business,712.28,0,4.66,True,False,True
9,3749,2023-09-18 22:21:56,2023-12-10 04:23:07,Pending,Business,345.51,3260,6.81,False,False,True
3,2948,2023-10-20 23:14:12,2023-03-23 02:41:49,Confirmed,First,262.06,0,7.76,True,True,True
2,7306,2023-05-30 09:57:33,2023-04-28 09:09:20,Pending,Economy,886.99,0,1.75,True,False,False
7,9251,2023-05-24 13:34:18,2023-07-14 14:38:45,Confirmed,First,75.95,2940,3.05,True,True,True
5,9092,2023-04-28 11:59:44,2023-04-19 03:32:42,Cancelled,First,937.96,0,6.41,False,True,True
5,9524,2023-09-11 17:41:19,2023-10-21 07:52:40,Confirmed,Economy,857.99,0,2.56,True,True,False
13,1189,2023-06-26 02:09:51,2023-11-22 12:51:18,Confirmed,First,675.76,0,2.27,False,True,True
6,7008,2023-12-03 12:28:19,2023-06-06 01:28:36,Cancelled,Economy,771.72,0,4.87,False,False,True
18,8482,2023-03-29 03:42:48,2023-01-09 15:33:16,Cancelled,First,619.77,351,5.25,False,False,False
2,1295,2023-12-09 15:01:59,2023-10-26 18:53:17,Pending,Business,594.31,1843,5.98,True,False,True
6,9368,2023-12-09 07:52:02,2023-09-13 02:04:25,Cancelled,Business,666.37,3947,4.37,False,False,False
9,9168,2023-05-07 09:56:36,2023-01-03 17:16:10,Pending,Business,55.09,0,5.17,True,False,True
3,1799,2023-08-05 08:06:28,2023-08-01 05:46:49,Pending,Economy,842.76,0,5.71,False,True,True
1,9997,2023-08-27 15:36:22,2023-06-13 18:10:32,Confirmed,First,825.44,0,8.83,False,False,True
1,8003,2023-07-10 19:13:27,2023-12-09 08:58:57,Pending,Business,512.04,3506,8.83,True,True,False
19,9406,2023-09-29 11:41:44,2023-04-24 13:53:34,Cancelled,Economy,275.09,0,2.78,False,False,True
5,3700,2023-03-26 11:08:22,2023-03-01 09:40:47,Confirmed,Economy,367.59,4348,4.19,True,False,True
13,9788,2023-05-30 10:31:26,2023-12-22 17:32:33,Confirmed,First,455.76,0,6.02,False,False,False
19,6873,2023-09-03 18:35:29,2023-06-28 10:52:28,Pending,Economy,201.06,0,4.98,False,False,True
12,5714,2023-03-10 12:44:07,2023-10-28 14:06:02,Pending,Economy,627.66,0,1.94,True,False,True
16,7491,2023-07-28 22:52:23,2023-05-22 19:42:01,Pending,First,194.23,3015,10.53,True,False,False
19,9333,2023-03-29 01:03:38,2023-04-01 23:56:05,Confirmed,Economy,699.13,0,11.4,False,True,False
3,3839,2023-11-14 17:06:04,2023-06-16 06:19:10,Pending,Economy,585.66,1506,9.26,True,True,True
12,4513,2023-06-29 21:13:17,2023-03-18 16:30:32,Pending,First,844.02,0,11.9,True,False,True
5,2135,2023-08-20 08:09:21,2023-05-01 13:44:14,Pending,Business,428.2,0,7.38,True,False,False
2,7357,2023-07-30 11:04:44,2023-07-23 05:45:38,Cancelled,First,910.56,0,10.01,False,False,True
7,3247,2023-04-03 21:53:41,2023-04-12 01:52:23,Cancelled,First,670.31,0,2.65,True,False,False
13,7548,2023-08-30 14:06:36,2023-03-21 02:45:33,Pending,Business,50.77,0,7.36,True,False,False
15,5516,2023-03-04 16:13:45,2023-01-23 18:13:08,Cancelled,First,465.48,0,2.49,True,True,True
3,5102,2023-09-07 10:16:32,2023-05-26 08:17:19,Confirmed,Business,968.63,0,9.73,False,False,True
5,2548,2023-02-05 02:25:46,2023-01-26 08:23:18,Pending,Economy,962.62,2822,2.49,False,True,True
8,7532,2023-11-03 03:31:50,2023-04-06 03:42:52,Cancelled,First,592.99,0,6.69,False,False,False
1,5511,2023-11-06 00:59:53,2023-11-05 19:20:59,Confirmed,Business,678.98,0,10.03,True,True,False
8,3831,2023-04-11 00:21:21,2023-09-15 07:37:06,Cancelled,Business,274.88,0,9.9,True,True,True
18,4062,2023-06-21 13:55:10,2023-04-16 02:09:43,Confirmed,Business,355.24,0,5.2,False,True,True
16,8975,2023-10-08 14:34:55,2023-10-25 15:30:09,Pending,First,425.72,0,4.08,False,True,False
18,4052,2023-06-14 08:58:12,2023-03-21 23:56:44,Cancelled,First,442.91,0,8.98,True,True,False
12,8210,2023-08-28 02:40:15,2023-08-27 16:24:23,Pending,First,721.56,1551,3.73,True,True,False
13,4539,2023-10-19 22:55:57,2023-12-14 19:17:53,Confirmed,Business,122.28,0,4.94,True,False,False
13,1526,2023-10-25 07:40:06,2023-04-15 19:55:34,Confirmed,Economy,93.48,3605,7.38,True,True,False
10,3807,2023-10-06 09:41:45,2023-10-19 16:57:53,Confirmed,First,544.55,0,1.38,True,False,True
7,2753,2023-01-13 03:13:19,2023-04-01 15:50:30,Cancelled,First,599.61,3022,5.25,False,True,True
14,7882,2023-08-11 09:10:50,2023-09-26 19:51:12,Confirmed,Economy,418.08,2883,9.88,True,False,True
16,2654,2023-10-15 09:11:26,2023-05-27 15:10:29,Confirmed,First,759.58,0,3.24,True,False,True
15,5841,2023-10-15 03:24:30,2023-03-14 11:52:38,Cancelled,Economy,209.98,0,8.98,False,True,True
12,5041,2023-01-28 21:17:17,2023-11-06 16:55:31,Confirmed,First,991.39,1929,9.52,False,True,True
9,6024,2023-09-27 10:43:11,2023-08-14 19:08:26,Pending,First,382.97,3852,1.68,True,True,False
8,9965,2023-07-09 02:28:48,2023-03-29 17:13:51,Pending,Economy,365.02,1133,1.97,True,False,False
18,9734,2023-08-03 00:36:47,2023-01-24 13:50:50,Pending,Business,423.66,2133,8.9,True,False,False
18,5417,2023-02-15 23:53:44,2023-02-01 19:10:40,Pending,First,844.85,1770,8.36,True,False,False
13,9977,2023-03-07 07:21:46,2023-06-22 09:57:25,Cancelled,Economy,259.31,0,10.92,False,False,False
18,5635,2023-04-25 11:26:28,2023-05-21 19:14:27,Confirmed,Business,483.44,4387,6.02,False,False,False
15,3883,2023-08-23 19:13:09,2023-12-05 04:16:30,Cancelled,Economy,302.63,0,9.52,False,False,True
4,6884,2023-04-04 12:48:29,2023-09-29 12:57:54,Cancelled,Business,90.3,3048,9.49,True,True,True
17,1448,2023-06-10 13:51:35,2023-07-22 15:49:07,Confirmed,Economy,398.86,0,7.03,False,False,False
5,4310,2023-12-08 17:21:18,2023-11-24 16:13:09,Confirmed,First,122.18,0,2.71,True,True,False
16,5585,2023-02-28 08:11:27,2023-07-19 11:56:04,Pending,First,971.76,0,10.9,True,True,False
9,9108,2023-05-08 07:27:25,2023-04-22 21:03:27,Pending,Business,183.73,0,6.61,False,False,False
10,5409,2023-10-30 22:53:05,2023-02-22 03:51:10,Cancelled,Economy,985.22,1809,1.68,False,False,True
18,8873,2023-12-23 17:13:47,2023-11-04 12:40:01,Confirmed,First,487.08,0,4.86,True,False,True
17,7051,2023-02-05 02:28:11,2023-07-10 13:26:10,Confirmed,Economy,207.51,3887,3.01,True,True,False
18,9576,2023-11-10 21:52:56,2023-04-16 20:42:02,Cancelled,Economy,302.45,0,10.49,False,False,False
7,1294,2023-06-08 16:18:07,2023-09-01 17:22:45,Pending,Business,417.68,0,4.03,True,False,True
4,2238,2023-06-12 01:58:13,2023-08-05 05:12:11,Confirmed,Economy,694.51,3807,9.72,False,False,False
5,9041,2023-04-28 14:08:15,2023-09-25 00:00:29,Confirmed,First,727.96,0,11.28,False,False,True
16,3816,2023-04-07 10:54:14,2023-11-10 10:53:20,Cancelled,Business,257.26,2951,11.52,False,False,True
3,2098,2023-05-27 17:03:06,2023-05-30 08:15:22,Confirmed,Business,237.54,0,4.22,False,False,True
18,2737,2023-11-18 22:55:19,2023-06-18 10:18:30,Pending,Economy,917.63,1609,8.32,True,False,False
14,3189,2023-01-04 18:59:50,2023-06-15 05:52:55,Cancelled,Business,479.52,0,6.81,False,False,False
15,3765,2023-12-22 11:48:07,2023-09-09 05:24:38,Pending,First,391.05,775,11.67,True,False,False
17,2222,2023-03-30 04:56:46,2023-03-13 23:47:54,Pending,First,644.81,0,9.38,False,False,True
1,7549,2023-04-01 16:21:04,2023-12-24 18:47:46,Pending,Economy,571.45,0,1.53,True,True,False
17,1410,2023-05-26 17:28:46,2023-10-17 11:00:05,Confirmed,Economy,899.72,0,10.68,False,True,False
11,3945,2023-10-10 01:24:25,2023-05-26 13:19:26,Confirmed,Economy,200.55,451,10.88,False,True,False
17,9102,2023-09-09 12:10:03,2023-01-01 20:41:33,Cancelled,First,478.9,0,3.78,False,True,True
14,5786,2023-08-09 16:26:11,2023-01-18 13:59:31,Confirmed,First,239.54,0,9.92,True,False,True
19,1786,2023-02-26 15:05:25,2023-12-07 14:31:16,Pending,Business,151.26,0,11.91,False,True,True
7,3109,2023-08-17 08:25:52,2023-06-18 15:12:18,Confirmed,Business,323.87,0,5.99,True,True,True
13,6446,2023-10-08 21:42:59,2023-05-16 03:43:48,Pending,Business,114.25,2372,8.79,True,True,True
18,6835,2023-02-24 02:05:09,2023-07-18 02:54:29,Pending,Economy,622.43,0,8.54,False,True,True
14,2986,2023-03-30 21:02:14,2023-03-12 03:12:39,Confirmed,Business,858.97,0,3.74,True,True,False
1,9126,2023-08-03 02:54:20,2023-07-14 04:27:39,Pending,Business,337.08,0,5.25,True,True,True
7,8300,2023-01-02 20:22:45,2023-12-13 07:59:17,Confirmed,First,651.24,0,3.14,True,False,False
8,6709,2023-06-17 21:48:58,2023-12-17 15:15:20,Pending,Business,173.3,0,3.9,False,False,True
18,3403,2023-08-06 02:14:59,2023-10-16 06:29:50,Pending,Economy,273.06,0,5.47,True,True,False
9,9262,2023-10-09 17:35:39,2023-01-13 15:32:25,Cancelled,Economy,692.06,0,3.72,False,True,False
1,5401,2023-05-16 22:18:04,2023-03-19 00:15:05,Cancelled,Economy,923.47,0,9.96,True,False,True
17,7701,2023-12-01 06:05:42,2023-02-21 18:42:37,Confirmed,Business,68.08,1639,2.65,True,False,True
19,4295,2023-06-15 13:39:53,2023-08-12 21:37:13,Confirmed,Business,660.61,2601,6.38,False,False,True
6,9953,2023-01-13 09:34:23,2023-08-18 05:42:17,Confirmed,Business,719.36,0,7.43,False,False,True
3,3121,2023-11-03 18:48:45,2023-05-03 10:57:39,Cancelled,Economy,617.61,0,5.35,True,True,False
5,4582,2023-10-12 02:50:57,2023-03-06 19:41:05,Pending,Business,456.14,0,8.1,False,False,False
2,5197,2023-05-06 11:33:57,2023-06-03 12:01:47,Confirmed,First,988.64,0,8.31,False,True,False
4,6700,2023-12-03 21:04:36,2023-08-26 23:33:12,Cancelled,Economy,309.12,0,10.17,True,True,False
10,8232,2023-05-25 03:48:08,2023-06-03 20:35:54,Confirmed,Economy,493.1,0,6.4,True,False,False
10,5288,2023-12-28 06:46:04,2023-07-23 22:55:43,Pending,Business,690.03,0,1.47,False,True,False
11,2085,2023-01-08 18:07:18,2023-08-28 01:01:06,Confirmed,Business,50.05,0,11.25,True,True,False
16,9645,2023-08-15 11:42:23,2023-10-22 08:08:10,Cancelled,Business,393.11,0,2.25,True,False,False
17,3621,2023-08-13 19:52:13,2023-12-28 17:25:42,Confirmed,Business,423.32,2010,2.65,True,True,True
16,9810,2023-11-16 04:49:06,2023-04-07 00:57:39,Pending,First,60.03,3643,9.93,False,True,True
7,9828,2023-10-24 14:16:30,2023-07-19 20:07:39,Pending,Business,74.85,169,4.68,False,False,True
16,3348,2023-11-06 16:58:18,2023-06-23 06:19:39,Cancelled,First,989.15,2421,1.65,True,True,True
3,5874,2023-04-05 19:26:50,2023-03-13 09:56:00,Confirmed,First,153.52,1847,1.96,True,False,True
16,4036,2023-01-25 22:41:25,2023-11-08 18:16:55,Cancelled,Business,274.42,0,7.73,False,True,True
8,3349,2023-04-22 23:48:38,2023-08-13 23:00:28,Confirmed,First,181.69,4117,8.49,False,True,False
12,6743,2023-06-14 07:26:59,2023-08-05 00:53:15,Confirmed,First,538.0,1935,1.45,True,False,False
3,5432,2023-08-05 13:02:04,2023-08-11 21:50:59,Cancelled,First,749.24,0,3.07,True,False,True
17,7175,2023-07-25 08:10:07,2023-04-06 19:34:50,Confirmed,Business,123.13,0,11.06,False,True,True
18,8265,2023-03-16 21:22:01,2023-12-11 14:36:21,Cancelled,First,606.7,0,11.61,False,True,True
11,7103,2023-01-03 22:09:32,2023-11-25 13:17:26,Cancelled,Business,385.38,0,7.67,True,False,False
4,8358,2023-02-24 08:53:59,2023-09-02 07:22:47,Pending,Economy,516.03,0,8.31,True,False,False
16,3031,2023-09-27 17:12:07,2023-06-06 05:21:29,Confirmed,Economy,302.68,2975,11.95,False,False,True
17,2249,2023-05-16 07:21:26,2023-09-28 14:58:41,Cancelled,Economy,870.54,0,1.97,False,False,False
9,7808,2023-02-19 07:20:12,2023-07-23 21:09:28,Confirmed,Economy,479.75,0,6.97,True,False,True
6,4556,2023-11-21 20:17:58,2023-10-10 00:31:56,Confirmed,Economy,202.48,1937,9.28,True,True,False
2,9519,2023-04-11 01:06:17,2023-08-26 23:02:10,Pending,Business,802.22,3645,3.46,False,True,False
9,9988,2023-09-20 00:20:28,2023-02-13 02:28:16,Pending,Business,764.24,0,11.44,False,False,False
6,6299,2023-01-26 20:41:27,2023-03-03 14:57:53,Confirmed,Business,510.66,0,8.16,False,True,True
3,4094,2023-09-16 03:16:32,2023-09-03 14:37:59,Cancelled,First,735.58,0,3.34,True,False,False
6,3977,2023-07-23 10:01:09,2023-10-31 07:52:41,Pending,Economy,621.98,4336,10.71,True,False,False
7,1962,2023-01-01 11:46:09,2023-02-06 18:47:17,Confirmed,Economy,206.59,0,2.05,False,True,True
1,6725,2023-07-21 02:08:16,2023-11-11 07:00:58,Cancelled,Business,999.34,0,11.84,True,False,True
1,6489,2023-04-23 22:59:55,2023-06-15 07:42:40,Confirmed,Business,783.74,0,2.85,False,True,True
5,2268,2023-03-09 18:07:21,2023-10-01 10:52:08,Cancelled,Economy,683.13,0,8.97,True,True,False
6,6279,2023-08-17 23:59:50,2023-07-30 10:20:14,Cancelled,Business,839.58,0,4.1,False,True,True
13,1372,2023-10-28 12:55:01,2023-09-25 21:32:22,Confirmed,Economy,931.71,0,1.71,False,True,False
2,5380,2023-09-16 06:35:16,2023-08-05 20:58:33,Pending,First,598.9,0,6.0,False,True,True
15,8617,2023-04-21 13:06:06,2023-01-08 13:18:58,Cancelled,First,609.01,0,11.56,True,False,True
15,7279,2023-07-31 15:06:44,2023-06-29 03:27:56,Confirmed,First,72.31,2226,3.81,False,False,False
13,1095,2023-05-28 04:02:16,2023-01-01 05:49:26,Pending,First,444.15,0,4.79,True,False,True
14,5369,2023-08-04 11:31:07,2023-07-28 18:40:37,Confirmed,Economy,533.28,4051,11.84,False,False,False
7,4941,2023-03-04 17:21:25,2023-12-21 06:14:58,Pending,Business,272.5,0,7.29,True,True,False
14,8021,2023-02-19 05:36:28,2023-01-08 01:08:23,Confirmed,Economy,391.57,3588,8.79,False,True,False
10,4944,2023-10-05 04:27:14,2023-07-05 06:06:55,Confirmed,Economy,397.98,0,2.76,False,True,False
17,6868,2023-06-11 09:13:26,2023-03-01 07:14:08,Confirmed,Business,399.44,0,6.77,False,True,True
14,6396,2023-04-30 10:39:59,2023-01-05 13:47:48,Confirmed,Economy,958.0,0,8.87,True,False,False
8,9041,2023-10-19 02:06:11,2023-06-20 07:04:23,Confirmed,Economy,608.15,0,1.78,True,False,False
4,1131,2023-10-27 20:05:24,2023-11-26 23:53:22,Pending,First,348.19,1598,8.8,True,False,True
16,8290,2023-05-03 02:57:42,2023-12-05 07:40:10,Confirmed,Economy,339.47,2258,1.66,False,False,True
13,7516,2023-02-11 04:57:34,2023-08-11 21:30:20,Confirmed,First,854.53,0,2.88,False,False,True
18,6906,2023-02-13 18:14:03,2023-01-04 21:44:10,Confirmed,Economy,659.64,0,6.12,False,False,False
14,1807,2023-05-01 01:08:47,2023-10-12 14:24:59,Confirmed,Business,858.5,0,8.56,True,True,False
18,1050,2023-04-02 01:43:26,2023-01-15 09:52:53,Pending,Economy,661.47,0,4.16,False,False,False
5,6277,2023-06-01 00:54:33,2023-12-14 09:38:33,Pending,Business,918.99,2152,1.16,False,True,True
9,1055,2023-02-22 09:13:11,2023-05-01 21:15:54,Confirmed,First,432.14,0,11.17,True,True,True
3,4664,2023-03-18 00:36:32,2023-07-15 19:38:09,Confirmed,First,850.35,0,4.1,True,False,True
8,1743,2023-11-07 04:39:00,2023-12-06 19:13:44,Confirmed,First,217.12,2803,6.29,False,False,False
10,7030,2023-11-21 08:33:18,2023-10-31 02:42:09,Pending,Economy,685.98,0,1.72,False,True,False
19,9131,2023-12-14 12:20:11,2023-06-09 01:57:40,Cancelled,Business,395.58,0,8.54,False,False,False
3,1079,2023-09-10 21:53:12,2023-03-11 18:29:06,Confirmed,First,548.73,0,9.73,False,False,False
11,3966,2023-03-03 10:27:43,2023-04-24 02:03:43,Confirmed,Business,749.72,0,6.06,False,True,True
11,4728,2023-07-15 20:47:58,2023-08-10 13:51:07,Cancelled,First,586.23,0,2.75,True,True,True
17,5536,2023-08-17 11:52:54,2023-05-04 19:02:32,Confirmed,Economy,743.5,0,2.34,False,False,False
16,1125,2023-09-13 09:11:38,2023-04-19 19:32:56,Confirmed,Economy,84.73,0,11.41,True,True,False
7,6813,2023-07-07 03:17:15,2023-11-21 04:55:50,Confirmed,Economy,429.72,0,8.99,False,False,False
4,9410,2023-02-02 21:53:16,2023-02-17 10:05:29,Cancelled,Economy,956.48,3916,5.28,True,False,True
19,1947,2023-02-21 06:59:29,2023-05-12 15:51:32,Cancelled,Economy,773.64,0,3.21,False,True,True
12,1594,2023-12-20 14:36:32,2023-06-03 17:48:56,Cancelled,First,508.94,0,8.09,False,False,False
15,6030,2023-10-27 09:56:07,2023-08-05 13:15:34,Cancelled,Economy,723.17,0,8.47,False,True,True
11,1140,2023-09-17 11:14:16,2023-11-12 00:32:49,Confirmed,Economy,75.62,0,9.53,False,False,False
5,4055,2023-01-24 19:11:37,2023-04-29 18:33:45,Pending,First,327.97,0,6.84,True,False,True
5,5205,2023-05-08 03:57:56,2023-08-05 13:15:28,Cancelled,Economy,907.91,1666,3.6,True,True,False
15,6171,2023-11-01 16:24:29,2023-03-02 14:12:09,Pending,Business,521.57,3981,11.22,True,True,True
18,8782,2023-08-07 02:58:07,2023-09-28 16:04:25,Cancelled,Economy,955.01,0,7.45,True,False,True
11,3660,2023-12-10 23:59:38,2023-08-01 22:12:29,Confirmed,First,301.74,4197,1.04,False,False,True
12,7856,2023-12-11 21:41:41,2023-09-17 13:54:43,Cancelled,First,842.68,0,5.3,False,True,False
2,7089,2023-06-11 03:44:31,2023-03-06 13:25:29,Pending,First,68.59,0,3.37,True,True,True
15,6318,2023-07-22 21:10:06,2023-03-08 00:52:07,Cancelled,Business,53.73,0,5.77,False,False,True
4,3552,2023-10-05 05:05:05,2023-05-16 22:36:37,Cancelled,Economy,179.95,0,9.16,False,False,False
18,4611,2023-01-05 16:48:58,2023-02-01 21:55:09,Cancelled,Economy,298.45,0,4.37,False,True,False
6,9062,2023-10-05 14:51:00,2023-04-07 02:29:05,Cancelled,Business,90.48,2312,1.88,False,False,False
19,2040,2023-02-12 10:52:11,2023-04-25 13:22:44,Cancelled,Business,250.82,0,9.25,False,False,True
11,9506,2023-10-22 21:48:35,2023-10-17 17:51:36,Pending,Business,879.3,0,10.76,False,False,True
2,8603,2023-10-17 12:36:39,2023-10-18 15:00:15,Pending,Economy,919.67,0,1.87,True,True,False
8,5172,2023-04-08 19:00:39,2023-01-26 04:13:25,Confirmed,Business,162.48,177,10.43,False,False,False
11,3946,2023-12-25 04:46:05,2023-11-06 16:07:11,Pending,Business,349.62,0,11.22,True,False,True
5,4236,2023-07-02 02:29:56,2023-11-24 14:22:13,Pending,Economy,629.28,1884,10.07,False,False,True
18,4680,2023-12-04 05:27:27,2023-05-03 14:48:54,Pending,Economy,677.9,0,1.39,True,False,True
18,5807,2023-08-20 20:53:25,2023-05-26 22:42:23,Cancelled,Economy,76.4,0,4.18,True,False,False
14,2537,2023-04-29 21:35:21,2023-02-22 01:34:52,Pending,Business,916.49,2431,4.02,False,True,False
10,4872,2023-08-09 01:58:13,2023-10-08 12:10:50,Cancelled,Economy,455.79,1624,5.61,True,False,False
3,2867,2023-03-11 17:18:52,2023-04-14 02:59:00,Pending,Economy,469.15,2790,3.22,False,True,True
9,2161,2023-12-30 14:15:42,2023-04-17 11:30:54,Confirmed,Business,131.26,0,11.19,False,True,True
3,4920,2023-10-22 13:43:56,2023-12-22 20:07:14,Cancelled,Business,548.85,0,3.2,True,False,True
11,6693,2023-03-22 19:20:03,2023-01-15 08:25:06,Pending,First,608.17,169,5.24,False,False,True
12,4882,2023-04-22 00:58:49,2023-06-17 13:29:19,Confirmed,Business,484.2,0,6.94,False,True,True
12,8738,2023-06-09 11:25:15,2023-11-02 19:04:31,Confirmed,Economy,893.28,0,3.63,True,True,True
3,9456,2023-10-19 06:39:54,2023-02-11 19:09:40,Confirmed,Business,153.32,0,5.32,False,False,True
7,7331,2023-08-29 22:06:42,2023-02-09 21:17:07,Confirmed,First,225.51,0,9.49,True,True,True
14,6182,2023-04-09 00:52:24,2023-02-02 20:50:44,Cancelled,Economy,406.44,0,3.91,False,False,False
11,2526,2023-01-21 09:17:08,2023-08-29 09:06:05,Pending,First,628.72,0,8.6,True,True,True
7,9131,2023-07-03 16:44:41,2023-07-08 07:05:12,Confirmed,Business,452.79,2174,9.16,False,False,False
10,5394,2023-02-18 23:53:45,2023-04-16 20:48:04,Cancelled,Business,858.36,2351,1.55,False,False,False
11,2158,2023-06-24 16:19:15,2023-09-11 09:18:27,Cancelled,Business,252.01,2865,6.12,False,False,False
15,5367,2023-12-16 22:55:49,2023-05-12 07:42:04,Cancelled,Economy,277.84,0,1.58,True,True,False
19,5630,2023-03-21 00:07:25,2023-09-17 11:57:39,Cancelled,Business,897.07,3459,11.8,False,True,False
16,4513,2023-10-27 16:17:07,2023-07-30 08:10:56,Pending,Economy,494.74,2064,2.91,True,True,True
12,2144,2023-03-31 10:22:54,2023-03-04 16:44:09,Pending,Economy,669.46,207,9.16,False,True,False
18,1068,2023-10-09 20:18:13,2023-04-06 01:57:07,Pending,Economy,406.92,1655,9.03,False,True,True
13,4717,2023-02-26 18:24:25,2023-12-18 22:02:19,Confirmed,Economy,406.54,1504,5.07,True,True,False
5,5723,2023-07-19 06:59:51,2023-07-18 04:14:53,Confirmed,Business,187.58,0,8.87,False,False,True
4,5213,2023-03-30 15:01:35,2023-03-24 13:46:27,Pending,First,892.93,0,4.55,True,False,True
14,7413,2023-09-01 12:38:31,2023-06-14 00:04:08,Pending,Business,835.09,0,2.17,True,True,False
8,4466,2023-07-20 10:30:51,2023-07-17 08:29:46,Cancelled,First,559.06,3666,11.36,True,False,True
9,4026,2023-03-10 03:42:07,2023-12-27 17:04:19,Confirmed,First,86.92,0,7.94,False,False,True
